,sentence,label
9498,"Wir erfassen Informationen darüber, wie du unsere Produkte nutzt, beispielsweise über die Arten von Inhalten, die du dir ansiehst bzw. mit denen du interagierst, über die von dir genutzten Funktionen, über die von dir durchgeführten Handlungen, über die Personen oder Konten, mit denen du interagierst, und über die Zeit, Häufigkeit und Dauer deiner Aktivitäten.",None
9499,"Zum Beispiel protokollieren wir, wenn du unsere Produkte gerade nutzt bzw. wann du diese zuletzt genutzt hast, und welche Beiträge, Videos und sonstigen Inhalte du dir in unseren Produkten ansiehst.",None
9500,"Wir erfassen auch Informationen darüber, wie du Funktionen wie unsere Kamera nutzt.",None
9501,"
Informationen über auf unseren Produkten durchgeführte Transaktionen.",None
9502,"Wenn du unsere Produkte für Käufe oder andere finanzielle Transaktionen nutzt (beispielsweise wenn du einen Kauf in einem Spiel tätigst oder etwas spendest), erfassen wir Informationen über den Kauf bzw. die Transaktion.",None
9503,"Dies beinhaltet Zahlungsinformationen, wie deine Kredit- oder Debitkartennummer und andere Karteninformationen, sonstige Konto- und Authentifizierungsinformationen sowie Abrechnungs-, Versand- und Kontaktangaben.",None
9504,"
Aktivitäten anderer und von ihnen über dich bereitgestellte Informationen.",None
9505,"Außerdem erhalten und analysieren wir Inhalte, Kommunikationen und Informationen, die andere Personen bereitstellen, wenn sie unsere Produkte nutzen.",None
9506,"Dies können auch Informationen über dich sein, beispielsweise, wenn andere ein Foto von dir teilen oder kommentieren, dir eine Nachricht senden bzw. deine Kontaktinformationen hochladen, synchronisieren oder importieren.",None
9507,"

Geräteinformationen
",None
9508,"Wie unten beschrieben, erfassen wir Informationen von und über von dir genutzte(n) Computer(n), Telefone(n), Connected TVs und andere(n) mit dem Internet verbundene(n) Geräte(n), die über eine Integration mit unseren Produkten verfügen.",None
9509,Diese Informationen kombinieren wir dann über verschiedene von dir genutzte Geräte hinweg.,None
9510,"Zum Beispiel verwenden wir Informationen, die wir über deine Nutzung unserer Produkte auf deinem Telefon gesammelt haben, für eine bessere Personalisierung der Inhalte (einschließlich Werbeanzeigen) oder Funktionen, die du siehst, wenn du unsere Produkte auf einem anderen Gerät nutzt, wie z. B. deinem Laptop oder Tablet, oder um zu messen, ob du als Reaktion auf eine Werbeanzeige, die wir dir auf deinem Telefon gezeigt haben, auf einem anderen Gerät eine Handlung vorgenommen hast.",None
9511,"
",None
9512,"Die Informationen, die wir von diesen Geräten erhalten, beinhalten:
Geräteattribute: Informationen wie das Betriebssystem, Hardware- und Software-Versionen, Batteriestand, Signalstärke, verfügbarer Speicherplatz, Browsertyp, App- und Dateinamen und -arten sowie Plugins.",None
9513,"
",None
9514,"Vorgänge auf dem Gerät: Informationen über die auf dem Gerät durchgeführten Vorgänge und Tätigkeiten, beispielsweise ob sich ein Fenster im Vordergrund oder Hintergrund befindet oder Mausbewegungen (das kann dabei helfen, Menschen von Robotern zu unterscheiden).",None
9515,"
Identifikatoren: Eindeutige Identifikatoren, Geräte-IDs und sonstige Identifikatoren, wie solche von Spielen, Apps oder Konten, die du nutzt, und Familiengeräte-IDs (oder sonstige Identifikatoren, die für die mit demselben Gerät oder Konto verknüpften Produkte der Facebook-Unternehmen eindeutig sind).",None
9516,"
Gerätesignale: Bluetooth-Signale und Informationen über WLAN-Zugangspunkte, Beacons und Funkzellentürme in der Nähe.",None
9517,"
Daten aus den Geräteeinstellungen: Informationen, deren Erhalt du uns durch die von dir aktivierten Geräteeinstellungen gestattest, wie den Zugriff auf deinen GPS-Standort, deine Kamera oder Fotos.",None
9518,"
Netzwerk und Verbindungen:",None
9519,"Informationen wie der Name deines Mobilfunk- oder Internetanbieters, die Sprache, Zeitzone, Mobiltelefonnummer, IP-Adresse oder Verbindungsgeschwindigkeit und in einigen Fällen Informationen über andere in der Nähe oder in deinem Netzwerk befindliche Geräte, damit wir dich dabei unterstützen können, beispielsweise ein Video von deinem Telefon auf deinen Fernseher zu streamen.",None
9520,"
Cookie-Daten:",None
9521,"Daten von auf deinem Gerät gespeicherten Cookies, einschließlich Cookie-IDs und ‑Einstellungen.",None
9522,"Erfahre in der Facebook-Cookie-Richtlinie und der Instagram-Cookie-Richtlinie mehr darüber, wie wir Cookies verwenden.",None
9523,"

Informationen von Partnern.",None
9524,"
Werbetreibende, App-Entwickler und ‑Publisher können uns über die von ihnen genutzten Facebook Business-Tools, u. a. unsere sozialen Plugins (wie den „Gefällt mir“-Button), Facebook Login, unsere APIs und SDKs oder das Facebook-Pixel, Informationen senden.",None
9525,"Diese Partner stellen uns Informationen über deine Aktivitäten außerhalb von Facebook bereit, u. a. Informationen über dein Gerät, von dir besuchte Websites, von dir getätigte Käufe, Werbeanzeigen, die du siehst und darüber, wie du ihre Dienste nutzt, und zwar unabhängig davon, ob du ein Facebook-Konto hast oder bei Facebook eingeloggt bist.",None
9526,"Beispielsweise könnte ein Spieleentwickler unsere API nutzen, um uns mitzuteilen, welche Spiele du spielst, oder ein Unternehmen könnte uns von einem Kauf berichten, den du in seinem Geschäft getätigt hast.",None
9527,"Wir erhalten außerdem Informationen über deine Online- und Offline-Handlungen und ‑Käufe von Dritt-Datenanbietern, die berechtigt sind, uns deine Informationen bereitzustellen.",None
9528,"
Partner erhalten deine Daten, wenn du ihre Dienste besuchst oder nutzt, oder durch Dritte, mit denen sie zusammenarbeiten.",None
9529,"Wir verlangen von jedem dieser Partner, dass er die gesetzlich festgelegten Rechte besitzt, deine Daten zu erfassen, zu verwenden und zu teilen, bevor er uns irgendwelche Daten bereitstellt.",None
9530,"Erfahre mehr über die Arten von Partnern, von denen wir Daten erhalten.",None
9531,"
",None
9532,"Lies dir die Facebook-Cookie-Richtlinie und die Instagram-Cookie-Richtlinie durch, um mehr darüber zu erfahren, wie wir Cookies in Verbindung mit Facebook Business Tools verwenden.",None
9533,"


",None
9534,II. Wie verwenden wir diese Informationen?,None
9535,"
",None
9536,"Wir verwenden die uns zur Verfügung stehenden Informationen (vorbehaltlich der von dir getroffenen Auswahl) so, wie es weiter unten beschrieben ist, und um die Facebook-Produkte und zugehörigen Dienste, wie in den Facebook-Nutzungsbedingungen und den Instagram-Nutzungsbedingungen beschrieben, bereitzustellen und zu unterstützen.",None
9537,"Dies geschieht folgendermaßen:
Bereitstellung, Personalisierung und Verbesserung unserer Produkte.",None
9538,"
",None
9539,"Wir verwenden die uns zur Verfügung stehenden Informationen, um unsere Produkte bereitzustellen, also auch um Funktionen und Inhalte (u. a. deinen News Feed, deinen Instagram Feed, deine Instagram Stories und deine Werbeanzeigen) zu personalisieren und dir auf und außerhalb von unseren Produkten Vorschläge zu unterbreiten (wie z. B. Gruppen oder Veranstaltungen, an denen du möglicherweise interessiert bist, oder Themen, die du eventuell abonnieren möchtest).",None
9540,"Um personalisierte Produkte zu erstellen, die individuell und für dich relevant sind, verwenden wir deine Verbindungen, Präferenzen, Interessen und Aktivitäten.",None
9541,"Dies basiert auf den Daten, die wir von dir und anderen erfassen und erfahren (einschließlich jedweder von dir bereitgestellten Daten mit besonderem Schutz, für die du uns deine ausdrückliche Einwilligung gegeben hast);",None
9542,"darauf, wie du unsere Produkte nutzt und mit ihnen interagierst, und auf den Personen, Orten oder Dingen, mit denen du auf und außerhalb von unseren Produkten verbunden bzw. an denen du interessiert bist.",None
9543,"Erfahre mehr darüber, wie wir Informationen über dich verwenden, um dein Facebook- und Instagram-Erlebnis, einschließlich Funktionen, Inhalten und Empfehlungen auf Facebook-Produkten, zu personalisieren.",None
9544,"Du kannst auch mehr dazu erfahren, wie wir die Werbeanzeigen auswählen, die du siehst.",None
9545,"
Informationen über verschiedene Facebook-Produkte und Geräte hinweg:",None
9546,"Wir verbinden Informationen über deine Aktivitäten auf verschiedenen Facebook-Produkten und Geräten miteinander, um dir ein individuelleres und einheitlicheres Erlebnis in allen von dir genutzten Facebook-Produkten bereitzustellen, gleichgültig, wo du sie nutzt.",None
9547,"Wir können dir beispielsweise vorschlagen, einer Gruppe auf Facebook beizutreten, der Personen angehören, denen du auf Instagram folgst oder mit denen du im Messenger kommunizierst.",None
9548,"Außerdem können wir dein Erlebnis nahtloser gestalten, indem wir beispielsweise automatisch deine Registrierungsinformationen (wie deine Telefonnummer) von einem Facebook-Produkt eingeben, wenn du dich auf einem anderen Produkt für ein Konto registrierst.",None
9549,"
",None
9550,"Standortbezogene Informationen: Wir verwenden standortbezogene Informationen – wie deinen aktuellen Standort, deinen Wohnort, die Orte, die du gerne besuchst, und die Unternehmen und Personen in deiner Nähe – um dir und anderen unsere Produkte, einschließlich Werbeanzeigen, bereitzustellen und diese zu verbessern.",None
9551,"Standortbezogene Informationen können auf Dingen wie dem genauen Gerätestandort (wenn du uns gestattet hast, diesen zu erheben), IP-Adressen sowie Informationen aus der Nutzung von Facebook-Produkten durch dich und andere (wie besuchte Orte oder Veranstaltungen, an denen du teilgenommen hast) basieren.",None
9552,"
Produktforschung und -entwicklung:",None
9553,"Wir verwenden die uns zur Verfügung stehenden Informationen zur Entwicklung, Erprobung und Verbesserung unserer Produkte, u. a. indem wir Umfragen und Studien sowie Tests und Fehler- bzw. Problembehebungen für neue Produkte und Funktionen durchführen.",None
9554,"
Gesichtserkennung: Wenn du dies aktiviert hast, nutzen wir Gesichtserkennungstechnologie, um dich auf Fotos bzw. in Videos und Kameraerlebnissen wiederzuerkennen.",None
9555,Bei den von uns erstellten Gesichtserkennungsvorlagen handelt es sich gemäß EU-Recht um Daten mit besonderem Schutz.,None
9556,"Erfahre mehr darüber, wie wir Gesichtserkennungstechnologie einsetzen.",None
9557,Du kannst unsere Nutzung dieser Technologie in den Facebook-Einstellungen kontrollieren.,None
9558,"Falls wir Gesichtserkennungstechnologie für dein Instagram-Erlebnis einführen, werden wir dich darüber vorab informieren.",None
9559,"Du kannst dann kontrollieren, ob wir diese Technologie für dich einsetzen.",None
9560,"
Werbeanzeigen und andere gesponserte Inhalte: Wir verwenden die uns über dich zur Verfügung stehenden Informationen – einschließlich Informationen über deine Interessen, Handlungen und Verbindungen – um die Werbeanzeigen, Angebote und sonstigen gesponserten Inhalte auszuwählen und zu personalisieren, die wir dir zeigen.",None
9561,"Mehr dazu, wie wir Werbeanzeigen auswählen und personalisieren, und welche Auswahlmöglichkeiten du bezüglich der von uns für die Auswahl der Werbeanzeigen und sonstigen gesponserten Inhalte verwendeten Daten hast, erfährst du in den Facebook-Einstellungen und Instagram-Einstellungen.",None
9562,"

Bereitstellung von Messungen, Analysen und sonstigen Unternehmens-Services.",None
9563,"
",None
9564,"Wir verwenden die uns zur Verfügung stehenden Informationen (einschließlich deiner Aktivitäten außerhalb unserer Produkte, wie z. B. die von dir besuchten Webseiten und die Werbeanzeigen, die du siehst), um Werbetreibenden und anderen Partnern zu helfen, die Effektivität und Verbreitung ihrer Werbeanzeigen und Dienste zu messen und Aufschluss über die Arten von Personen, die ihre Dienste nutzen, sowie darüber, wie Personen mit ihren Webseiten, Apps und Diensten interagieren, zu erlangen.",None
9565,So teilen wir Informationen mit diesen Partnern.,None
9566,"

Förderung von Schutz, Integrität und Sicherheit.",None
9567,"
",None
9568,"Wir verwenden die uns zur Verfügung stehenden Informationen, um auf und außerhalb von unseren Produkten Aktivitäten und Konten zu verifizieren, schädliches Verhalten zu bekämpfen, Spam und andere negative Erlebnisse aufzudecken und zu verhindern, die Integrität unserer Produkte zu wahren und den Schutz sowie die Sicherheit zu fördern.",None
9569,"Zum Beispiel verwenden wir uns zur Verfügung stehende Daten, um verdächtige Aktivitäten oder Verstöße gegen unsere Nutzungsbedingungen oder Richtlinien zu untersuchen oder um festzustellen, wenn jemand Hilfe benötigt.",None
9570,Mehr dazu erfährst du im Facebook-Hilfebereich unter „Sicherheit“ und in den Instagram-Sicherheitstipps.,None
9571,"

Kommunikation mit dir.",None
9572,"
",None
9573,"Wir verwenden die uns zur Verfügung stehenden Informationen, um dir Marketingkommunikationen zu senden, um mit dir über unsere Produkte zu kommunizieren und um dich über unsere Richtlinien und Nutzungsbedingungen zu informieren.",None
9574,"Deine Informationen verwenden wir auch, um dir zu antworten, wenn du uns kontaktierst.",None
9575,"

Forschung und Innovation für soziale Zwecke.",None
9576,"
",None
9577,"Wir verwenden die uns zur Verfügung stehenden Informationen (u. a. von Forschungspartnern, mit denen wir zusammenarbeiten), um Forschung und Innovation zu Themen des sozialen Allgemeinwohls, des technologischen Fortschritts, des öffentlichen Interesses, der Gesundheit und des Wohlergehens durchzuführen und zu unterstützen.",None
9578,"Beispielsweise analysieren wir die uns über Migrationsmuster in Krisensituationen zur Verfügung stehenden Informationen, um Hilfsmaßnahmen zu unterstützen.",None
9579,"Mehr zu unseren Forschungsprogrammen.


",None
9580,III. Wie werden diese Informationen geteilt?,None
9581,"
",None
9582,Deine Informationen werden folgendermaßen mit anderen geteilt:,None
9583,"
Teilen auf Facebook-Produkten
",None
9584,"Personen und Konten, mit denen du Inhalte teilst bzw. kommunizierst
",None
9585,"Wenn du unter Nutzung unserer Produkte Inhalte teilst und kommunizierst, wählst du die Zielgruppe für die Inhalte aus, die du teilst.",None
9586,"Wenn du beispielsweise etwas auf Facebook postest, wählst du die Zielgruppe für den Beitrag aus: z. B. eine Gruppe, alle deine Freunde/Freundinnen, öffentlich oder eine benutzerdefinierte Personenliste.",None
9587,"Ebenso gilt: Wenn du Messenger oder Instagram nutzt, um mit Personen oder Unternehmen zu kommunizieren, können diese Personen und Unternehmen die Inhalte sehen, die du sendest.",None
9588,"Außerdem kann dein Netzwerk die Handlungen sehen, die du auf unseren Produkten durchgeführt hast, einschließlich Interaktionen mit Werbeanzeigen und gesponserten Inhalten.",None
9589,"Wir zeigen anderen Konten auch, wer ihre Facebook oder Instagram Stories angesehen hat.",None
9590,"
",None
9591,"Öffentliche Informationen können von jedem auf oder außerhalb von unseren Produkten gesehen werden, also auch, wenn er/sie kein Konto hat.",None
9592,"Dies umfasst auch deinen Instagram-Benutzernamen, jedwede Informationen, die du mit einer öffentlichen Zielgruppe teilst, sowie Informationen in deinem öffentlichen Profil auf Facebook bzw. Inhalte, die du auf einer Facebook-Seite, einem öffentlichen Instagram-Konto oder in irgendeinem sonstigen öffentlichen Forum wie z. B. Facebook Marketplace teilst.",None
