,sentence,label
5741,"Personenbezogene Daten über Sie, wenn Sie markenfreie Dienste nutzen – Bestimmte Dienste sind verfügbar, ohne dass Sie sich in ein Konto einloggen oder ein Konto erstellen müssen.",None
5742,"Wir erheben personenbezogene Daten, wenn Sie mit unseren Händlern interagieren und Zahlungen über unsere Kartenzahlungsdienste tätigen, die nicht den PayPal-Markennamen tragen, sowie wenn Sie einen Checkout mit PayPal durchführen, ohne sich in ein Konto einzuloggen.",None
5743,Bei unseren markenfreien Zahlungsdiensten findet Ihre Interaktion mit dem Händler auf dessen Plattform statt.,None
5744,"Wenn Sie ein Kontoinhaber sind oder ein Konto zu einem späteren Zeitpunkt eröffnen, können wir zur Verbesserung Ihrer Kundenerfahrung als Kontoinhaber sowie für Compliance- und Analysezwecke Informationen über markenfreie Transaktionen erheben und sie mit Ihrem Konto verknüpfen.",None
5745,"Wenn Sie kein Kontoinhaber sind, erheben und speichern wir alle von Ihnen angegebenen Informationen und verwenden diese Informationen gemäß dieser Datenschutzerklärung.",None
5746,"Von Dritten bezogene personenbezogene Daten über Sie – Wir erhalten Informationen von Dritten wie z.B. Händlern, Datenanbietern und Kreditauskunfteien, soweit dies gesetzlich zulässig ist.",None
5747,"Andere Daten, die wir im Zusammenhang mit Ihrer Nutzung unserer Sites oder Dienste erheben – Wir erheben gegebenenfalls zusätzliche Informationen von Ihnen oder über Sie, wenn Sie mit uns kommunizieren, sich an unsere Kundenservice-Teams wenden oder an einer Umfrage teilnehmen.",None
5748,3. Warum speichern wir personenbezogene Daten?,None
5749,"Wir speichern personenbezogene Daten in einem identifizierbaren Format nur so lange, wie dies für die Erfüllung unserer gesetzlichen oder regulatorischen Verpflichtungen und für unsere Unternehmenszwecke erforderlich ist.",None
5750,"Wir speichern personenbezogene Daten für längere Zeiträume als gesetzlich vorgeschrieben, wenn dies in unserem berechtigten Unternehmensinteresse liegt und nicht gesetzlich verboten ist.",None
5751,"Bei Schließung Ihres Kontos können wir Maßnahmen ergreifen, um personenbezogene Daten und weitere Informationen zu maskieren.",None
5752,"Wir behalten uns jedoch die Möglichkeit vor, die Daten so lange zu speichern und darauf zuzugreifen, wie dies zur Einhaltung des geltenden Rechts erforderlich ist.",None
5753,Die Verwendung und Offenlegung solcher personenbezogenen Daten erfolgt weiterhin in Übereinstimmung mit dieser Datenschutzerklärung.,None
5754,"Die Cookies, die wir verwenden, haben feste Verfallszeiten.",None
5755,"Wenn Sie innerhalb dieser Zeiten unsere Seiten nicht besuchen oder unsere Dienste nicht nutzen, werden die Cookies automatisch deaktiviert und gespeicherte Daten werden gelöscht.",None
5756,Weitere Informationen finden Sie in unserer Erklärung zu Cookies und Tracking-Technologien.,None
5757,4. Wie verarbeiten wir personenbezogene Daten?,None
5758,"Wir können Ihre personenbezogenen Daten aus einer Vielzahl von Gründen verarbeiten, die nach dem Datenschutzrecht des Europäischen Wirtschaftsraums (EWR) und der Schweiz zulässig sind.",None
5759,"Zum Betreiben der Seiten und zur Bereitstellung der Dienste, darunter:

Anweisen einer Zahlung, Senden oder Anfordern von Geld, Hinzufügen von Guthaben zu einem Konto oder Bezahlen einer Rechnung;",None
5760,"
Authentifizieren Ihres Zugriffs auf ein Konto;",None
5761,"Kommunikation mit Ihnen in Bezug auf Ihr Konto, die Seiten, Dienste oder PayPal;",None
5762,"
Erstellen einer Kontoverknüpfung zwischen Ihrem Konto und einem Drittanbieter-Konto oder einer Drittanbieter-Plattform;",None
5763,"
Bonitätsüberprüfung und andere Überprüfungen der Kreditwürdigkeit, Bewerten von Anwendungen, Informationsabgleich zur Prüfung auf Richtigkeit und Verifizierung und
laufende Aktualisierung Ihrer Konto- und Finanzdaten.",None
5764,"Zur Steuerung unserer Unternehmenserfordernisse, wie z.B. Überwachung, Analyse und Verbesserung der Dienste und der Leistung und Funktionalität der Sites.",None
5765,Zum Beispiel analysieren wir das Nutzerverhalten und führen Recherchen über die Verwendung unserer Dienste durch.,None
5766,"Zur Risikosteuerung und um durch Verifizierung Ihrer Identität die Seiten, die Dienste und Sie vor Betrug zu schützen",None
5767,"Die Risiko- und Betrugstools von PayPal nutzen personenbezogene Daten, Geräteinformationen, technische Nutzungsdaten und Geolokationsdaten von unseren Seiten und Websites, auf denen PayPal-Dienste angeboten werden, um Betrug und Missbrauch der Dienste aufzudecken und zu verhindern.",None
5768,Zur Erfüllung unserer Verpflichtungen und zur Durchsetzung der Bedingungen unserer Seiten und Dienste,None
5769,Dies umfasst auch die Einhaltung aller geltenden Gesetze und Vorschriften.,None
5770,"Zur Wahrnehmung unserer berechtigten Interessen, einschließlich:
Durchsetzung der Bedingungen unserer Seiten und Dienste;",None
5771,"
Verwaltung unserer tagtäglichen Unternehmensanforderungen wie Überwachung, Analyse;",None
5772,"
Management von Risiken, Betrug und Missbrauch von PayPal-Dienste;",None
5773,"Anonymisieren personenbezogener Daten, um zusammengefasste Statistikdaten an Dritte, einschließlich anderer Unternehmen und der Öffentlichkeit, weitergeben zu können, aus denen hervorgeht, wie, wann und warum PayPal-Kunden auf unsere Seiten zugreifen und unsere Dienste nutzen;",None
5774,"
Durchführung von Business-to-Business-Marketing; und
Bereitstellung personalisierter Dienste (auch als interessenbasierte Werbung bezeichnet) durch PayPal über Websites Dritter und Onlinedienste.",None
5775,"Wir können Sie betreffende personenbezogene Daten und sonstige Informationen, die wir gemäß dieser Datenschutzerklärung erhoben haben, nutzen, um Ihnen personalisierte Anzeigen, Funktionen oder Angebote auf Websites von Dritten bereitzustellen.",None
5776,Einfacheres Finden anderer Personen und einfacheres Vernetzen mit diesen.,None
5777,"Wenn Sie uns beispielsweise Zugriff Ihre Kontakte gewähren oder wenn Ihr Kontoprofil öffentlich ist, können wir Verbindungen zu Personen vorschlagen, die Sie vielleicht kennen, und anderen helfen, sich mit Ihnen in Verbindung zu setzen.",None
5778,"So haben diese die Möglichkeit, Ihnen Geld zu senden, indem sie Ihr Profil finden können, wenn sie nach Name, Benutzername, E-Mail-Adresse oder Handynummer auf PayPal nach Ihnen suchen.",None
5779,"Beispielsweise können wir Informationen, die wir aufgrund der Nutzung unserer Dienste durch Sie und Ihre Kontakte über Sie haben, und Informationen, die Sie und andere uns zur Verfügung stellen, verknüpfen, um Ihnen Personen vorzuschlagen, die Sie möglicherweise kennen oder mit denen Sie eventuell über unsere Dienste in Kontakt treten möchten.",None
5780,"Soziale Funktionalität und Funktionen, die Ihnen die Nutzung der Dienste mit anderen erleichtern sollen, variieren je nach Service.",None
5781,"Mit Ihrer Zustimmung, auch für Folgendes:",None
5782,Um Ihnen PayPal-Produkte und -Dienste sowie Produkte und Dienste nicht verbundener Unternehmen anzubieten.,None
5783,"Wir können Ihre personenbezogenen Daten auch verarbeiten, um die Marketinginhalte und bestimmte Dienste oder Seiteninhalte so abzustimmen, dass Sie Ihren Interessen auf PayPal und anderen Websites von Dritten besser entsprechen.",None
5784,"Um Cookies und andere Nachverfolgungstechnologien einzusetzen und Ihnen so personalisierte Anzeigen, Funktionen, Dienste oder Angebote bereitzustellen und/oder um mit anderen Drittanbietern wie Händlern, Werbe- oder Analytikunternehmen zusammenzuarbeiten und Ihnen so diese personalisierten Dienste zur Verfügung zu stellen (auch als interessenbasierte Werbung bezeichnet).",None
5785,"Um Ihnen ortsspezifische Optionen, Funktionen oder Angebote bereitzustellen, wenn Sie sich entscheiden, Ihre Geolokationsinformationen über die Dienste zu teilen.",None
5786,"Wir verwenden diese Informationen, um die Sicherheit der Seiten und Dienste zu verbessern und bieten Ihnen ortsbezogene Dienste wie Werbung, Suchergebnisse und andere personalisierte​ Inhalte (auch als interessenbasierte Werbung bezeichnet).",None
5787,"Um auf Ihre Anfragen zu reagieren, zum Beispiel um Sie wegen einer Frage kontaktieren zu können, die Sie an unser Kundenservice-Team gerichtet haben.",None
5788,Sie können Ihre Einwilligung jederzeit und kostenlos widerrufen.,None
5789,"Anweisungen dazu finden Sie im Abschnitt ""Ihre Datenschutz-Einstellungen"".",None
5790,5. Geben wir Ihre personenbezogenen Daten weiter?,None
5791,"Wir können Ihre personenbezogenen Daten oder sonstige Informationen über Sie auf verschiedene Weise an andere weitergeben, die in diesem Abschnitt der Datenschutzerklärung beschrieben sind.",None
5792,Die Weitergabe Ihrer personenbezogenen Daten oder sonstigen Informationen kann aus folgenden Gründen erfolgen:,None
5793,"An andere Mitglieder der PayPal-Unternehmensgruppe: Wir können Ihre personenbezogenen Daten an Mitglieder der PayPal-Unternehmensgruppe weitergeben, unter anderem um die von Ihnen angeforderten oder autorisierten Dienste zu erbringen, um Risiken zu steuern, um zur Aufdeckung und Verhinderung potenziell unrechtmäßiger und betrügerischer Handlungen und sonstiger Verstöße gegen unsere Richtlinien und Vereinbarungen beizutragen und um die Verfügbarkeit und Konnektivität von Produkten und Diensten und der Kommunikation von PayPal verwalten zu können.",None
5794,"An andere Unternehmen, die Dienstleistungen an uns erbringen:",None
5795,"Wir geben personenbezogene Daten an Drittanbieter weiter, die unter unserer Anleitung und in unserem Auftrag Dienstleistungen und Funktionen erbringen.",None
5796,"Diese Drittanbieter stellen Ihnen beispielsweise Dienste bereit, verifizieren Ihre Identität, unterstützen uns bei der Verarbeitung von Transaktionen, senden Ihnen Werbung für unsere Produkte und Dienste oder bieten Kundenservice.",None
5797,"An andere Finanzinstitute: Wir geben personenbezogene Daten an andere Finanzinstitute weiter, mit denen wir eine Partnerschaft eingegangen sind, um gemeinsam Produkte zu entwickeln und anzubieten.",None
5798,"Ohne Ihre ausdrückliche Einwilligung dürfen diese Finanzinstitute die Informationen nur dazu verwenden, PayPal-Produkte zu vermarkten und anzubieten.",None
5799,"Wir können personenbezogene Daten auch weitergeben, um Transaktionen zu verarbeiten, Ihnen Vorteile in Zusammenhang mit Ihren für PayPal verwendbaren Karten zu gewähren und Ihre Finanzdaten auf dem neuesten Stand zu halten.",None
5800,"An andere Parteien einer Transaktion, wenn Sie die Dienste nutzen, wie z.B. an andere PayPal-Kunden, Händler und deren Dienstleister: Wir können Informationen über Sie und Ihr Konto an die anderen Parteien weitergeben, die an der Verarbeitung Ihrer Transaktionen beteiligt sind.",None
5801,"Dazu gehören auch andere Nutzer, denen Sie Geld senden oder von denen Sie Geld erhalten, sowie Händler und deren Dienstleister.",None
5802,Die Informationen könnten Folgendes umfassen:,None
5803,"

Personenbezogene Daten und Kontoinformationen, die zur Erleichterung der Transaktion erforderlich sind;",None
5804,"
Personenbezogene Daten, die (ein) andere(r) Transaktionsteilnehmer zur Klärung von Konflikten und zur Prüfung und Prävention von Betrug benötigt bzw. benötigen;",None
5805,"und
Anonymisierte Daten und Leistungsanalysen, die Händlern dabei helfen, die Nutzung unserer Dienste besser zu verstehen und die Zufriedenheit der PayPal-Kunden zu steigern.",None
5806,An andere Drittparteien für unsere geschäftlichen Zwecke oder wenn dies rechtlich zulässig oder vorgeschrieben ist:,None
5807,"Wir können Informationen über Sie an andere Parteien für die Geschäftszwecke von PayPal oder im Rahmen der gesetzlichen Bestimmungen weitergeben, einschließlich:

wenn wir dazu verpflichtet sind, um ein Gesetz, ein rechtskräftiges Urteil oder eine Vorschrift zu erfüllen;",None
5808,"
an Vollstreckungsbehörden, sonstige Regierungsbeamte oder andere Dritte aufgrund einer Vorladung, eines Gerichtsbeschlusses oder eines anderen Rechtsverfahrens oder Rechtsgrundes, aus dem PayPal oder die PayPal-Unternehmensgruppe verpflichtet sind;",None
5809,"
wenn wir nach eigenem Ermessen der Auffassung sind, dass die Weitergabe von personenbezogenen Daten notwendig oder geboten ist, um physische Schäden oder finanzielle Verluste zu verhindern oder um die Aufklärung von mutmaßlichen oder tatsächlichen rechtswidrigen Aktivitäten zu unterstützen,
um wesentliche Interessen einer Person zu schützen;",None
5810,"
an Kreditauskunfteien und Datenverarbeiter zwecks Referenz für Kreditprüfungen, zur Betrugsbekämpfung und zu Compliance-Zwecken;",None
5811,"
um Verstöße gegen für unsere Dienste geltende Nutzungsbedingungen oder sonstige rechtliche Bestimmungen zu untersuchen oder um diese Rechtsinstrumente durchzusetzen;",None
5812,"
zum Schutz unserer Vermögenswerte, Dienste und Rechte;",None
5813,"
um einen Kauf oder Verkauf des Unternehmens von PayPal oder von Teilen des Unternehmens zu erleichtern;",None
5814,"
im Zusammenhang mit Versanddiensten und ähnlichen Dienstleistungen für Einkäufe mit einem unserer Dienste;",None
5815,"
zur Bewertung und Steuerung von Risiken und zur Vorbeugung gegen Betrug zu Lasten von uns und unseren Kunden sowie von Betrug im Zusammenhang mit unseren Seiten oder der Nutzung unserer Dienste.",None
5816,"Dies umfasst auch Betrug, der sich bei unseren Geschäftspartnern, strategischen Unternehmungen oder anderen Personen und Händlern, beispielsweise eBay, Inc., ereignet oder diese betrifft,
an unsere Bankpartner gemäß den Regeln der Kreditkartenvereinigungen über die Aufnahme in die Liste gekündigter Händler,
an Kreditauskunfteien und Inkassounternehmen;",None
5817,"
an Unternehmen, mit denen eine Firmenzusammenlegung oder Übernahme geplant ist; und
um unsere Audit-, Compliance- und Unternehmensführungsfunktionen zu unterstützen.",None
5818,"Aufgrund Ihrer Einwilligung: Wir geben Ihre personenbezogenen Daten und andere Informationen auch weiter, wenn Sie Ihre Einwilligung dazu erteilen oder uns entsprechend anweisen.",None
5819,"Dies gilt auch für den Fall, dass Sie eine Verknüpfung mit dem Konto bzw. der Plattform von Dritten autorisieren.",None
5820,"

Darüber hinaus kann PayPal zusammengefasste statistische Daten über die Art und Weise, die Zeiträume und die Gründe des Besuchs unserer Seiten und der Verwendung unserer Dienste durch Nutzer an Dritte, einschließlich an andere Unternehmen und Bürger, weitergeben.",None
5821,Diese Daten identifizieren Sie nicht persönlich und bieten keine Informationen über Ihre Nutzung der Seiten oder Dienste.,None
5822,Wir geben Ihre personenbezogenen Daten ohne Ihre Einwilligung nicht an Dritte für deren Marketingzwecke weiter.,None
5823,6. Wie arbeiten wir mit anderen Diensten und Partnern zusammen?,None
5824,"Ein innovativer Vorteil der Dienste von PayPal ist, dass Sie Ihr Konto mit dem Konto oder der Plattform eines Dritten verknüpfen können.",None
5825,"Im Sinne dieser Datenschutzerklärung ist eine ""Kontoverknüpfung"" mit Dritten eine von Ihnen autorisierte oder gestattete Verknüpfung zwischen Ihrem Konto und nicht zu PayPal gehörenden Konten, Zahlungsinstrumenten oder Plattformen, die Ihnen gehören oder die Sie rechtmäßig kontrollieren.",None
5826,"Wenn Sie eine solche Verknüpfung autorisieren, erfolgt ein direkter Austausch Ihrer personenbezogenen Daten zwischen PayPal und dem Drittanbieter.",None
5827,Beispiele für Kontoverknüpfungen:,None
5828,"

Sie verlinken Ihr Konto mit einem Social-Media-Konto oder Social-Messaging-Dienst;",None
5829,"Sie verknüpfen Ihr Konto mit einem externen Datenaggregierer oder Finanzdienstleister, wenn Sie dem betreffenden Unternehmen Ihre Anmeldedaten mitteilen, oder
",None
5830,"Sie verwenden Ihr Konto für Zahlungen an einen Händler oder gestatten einem Händler, Ihr Konto zu belasten.",None
5831,"Wenn Sie eine Kontoverknüpfung erstellen, erhalten wir möglicherweise von dem Dritten Daten über Sie und Ihre Nutzung seiner Dienste.",None
5832,"Verknüpfen Sie Ihr Konto beispielsweise mit einem Social-Media-Konto, erhalten wir über die Kontoverknüpfung von dem Social-Media-Anbieter personenbezogene Daten.",None
